Unigrams,Adjective1,Adjective2,Adjective3,Class
peak,british,u,new,positive
london,london,new,strong,positive
shares,london,new,strong,positive
powered,london,new,strong,positive
peak,london,new,strong,positive
friday,london,new,strong,positive
before,london,new,strong,positive
unexpectedly,london,new,strong,positive
strong,london,new,strong,positive
economic,london,new,strong,positive
data,london,new,strong,positive
sent,london,new,strong,positive
european,london,new,strong,positive
stocks,london,new,strong,positive
into,london,new,strong,positive
retreat,london,new,strong,positive
only,finish,last,more,positive
july,finish,last,more,positive
orders,finish,last,more,positive
increase,finish,last,more,positive
shipments,finish,last,more,positive
finished,finish,last,more,positive
products,finish,last,more,positive
rose,finish,last,more,positive
solidly,finish,last,more,positive
order,finish,last,more,positive
backlogs,finish,last,more,positive
fattened,finish,last,more,positive
last,finish,last,more,positive
month,finish,last,more,positive
primarily,finish,last,more,positive
because,finish,last,more,positive
more,finish,last,more,positive
orders,finish,last,more,positive
commercial,finish,last,more,positive
aircxraft,finish,last,more,positive
parts,finish,last,more,positive
durable,durabl,NA,NA,positive
goods,durabl,NA,NA,positive
orders,durabl,NA,NA,positive
strongly,durabl,NA,NA,positive
july,durabl,NA,NA,positive
orders,costli,broad,NA,positive
costly,costli,broad,NA,positive
manufactured,costli,broad,NA,positive
goods,costli,broad,NA,positive
posted,costli,broad,NA,positive
broad,costli,broad,NA,positive
based,costli,broad,NA,positive
gains,costli,broad,NA,positive
july,costli,broad,NA,positive
commerce,costli,broad,NA,positive
department,costli,broad,NA,positive
said,costli,broad,NA,positive
friday,costli,broad,NA,positive
jump,costli,broad,NA,positive
demand,costli,broad,NA,positive
communications,costli,broad,NA,positive
equipment,costli,broad,NA,positive
total,total,new,durabl,positive
orders,total,new,durabl,positive
durable,total,new,durabl,positive
goods,total,new,durabl,positive
climbed,total,new,durabl,positive
percent,total,new,durabl,positive
last,total,new,durabl,positive
month,total,new,durabl,positive
seasonally,total,new,durabl,positive
adjusted,total,new,durabl,positive
billion,total,new,durabl,positive
much,total,new,durabl,positive
more,total,new,durabl,positive
robust,total,new,durabl,positive
increase,total,new,durabl,positive
than,total,new,durabl,positive
anticipated,total,new,durabl,positive
wall,total,new,durabl,positive
street,total,new,durabl,positive
economists,total,new,durabl,positive
forecast,total,new,durabl,positive
orders,total,new,durabl,positive
would,total,new,durabl,positive
rise,total,new,durabl,positive
only,total,new,durabl,positive
percent,total,new,durabl,positive
second,second,big,past,positive
increase,second,big,past,positive
past,second,big,past,positive
three,second,big,past,positive
months,second,big,past,positive
including,second,big,past,positive
percent,second,big,past,positive
surge,second,big,past,positive
orders,second,big,past,positive
likely,second,big,past,positive
raise,second,big,past,positive
questions,second,big,past,positive
whether,second,big,past,positive
economic,second,big,past,positive
expansion,second,big,past,positive
decelerating,second,big,past,positive
rapidly,second,big,past,positive
some,second,big,past,positive
analysts,second,big,past,positive
thought,second,big,past,positive
recreational,recreat,NA,NA,positive
vehicles,recreat,NA,NA,positive
haul,recreat,NA,NA,positive
honda,recreat,NA,NA,positive
profits,recreat,NA,NA,positive
honda,first,boom,recreat,positive
motor,first,boom,recreat,positive
announced,first,boom,recreat,positive
friday,first,boom,recreat,positive
that,first,boom,recreat,positive
first,first,boom,recreat,positive
quarter,first,boom,recreat,positive
profits,first,boom,recreat,positive
jumped,first,boom,recreat,positive
nearly,first,boom,recreat,positive
percent,first,boom,recreat,positive
from,first,boom,recreat,positive
year,first,boom,recreat,positive
earlier,first,boom,recreat,positive
thanks,first,boom,recreat,positive
booming,first,boom,recreat,positive
demand,first,boom,recreat,positive
recreational,first,boom,recreat,positive
vehicles,first,boom,recreat,positive
weaker,first,boom,recreat,positive
shackles,financi,first,NA,positive
interest,financi,first,NA,positive
rate,financi,first,NA,positive
worries,financi,first,NA,positive
dropped,financi,first,NA,positive
from,financi,first,NA,positive
financial,financi,first,NA,positive
markets,financi,first,NA,positive
london,financi,first,NA,positive
shares,financi,first,NA,positive
leapt,financi,first,NA,positive
through,financi,first,NA,positive
first,financi,first,NA,positive
time,financi,first,NA,positive
friday,financi,first,NA,positive
gains,past,dramat,near,positive
past,past,dramat,near,positive
month,past,dramat,near,positive
have,past,dramat,near,positive
certainly,past,dramat,near,positive
been,past,dramat,near,positive
dramatic,past,dramat,near,positive
near,past,dramat,near,positive
point,past,dramat,near,positive
rise,past,dramat,near,positive
since,past,dramat,near,positive
july,past,dramat,near,positive
rebound,past,dramat,near,positive
from,past,dramat,near,positive
years,past,dramat,near,positive
high,past,dramat,near,positive
within,past,dramat,near,positive
space,past,dramat,near,positive
five,past,dramat,near,positive
weeks,past,dramat,near,positive
that,welcom,overh,NA,positive
move,welcom,overh,NA,positive
followed,welcom,overh,NA,positive
stream,welcom,overh,NA,positive
welcome,welcom,overh,NA,positive
data,welcom,overh,NA,positive
markets,welcom,overh,NA,positive
through,welcom,overh,NA,positive
august,welcom,overh,NA,positive
which,welcom,overh,NA,positive
calmed,welcom,overh,NA,positive
fears,welcom,overh,NA,positive
about,welcom,overh,NA,positive
overheating,welcom,overh,NA,positive
economies,welcom,overh,NA,positive
inflation,welcom,overh,NA,positive
both,welcom,overh,NA,positive
britain,welcom,overh,NA,positive
shares,higher,NA,NA,positive
were,higher,NA,NA,positive
indicated,higher,NA,NA,positive
higher,higher,NA,NA,positive
bskyb,bskyb,NA,NA,positive
gains,bskyb,NA,NA,positive
talk,bskyb,NA,NA,positive
internet,bskyb,NA,NA,positive
plans,bskyb,NA,NA,positive
shares,higher,digiti,NA,positive
satellite,higher,digiti,NA,positive
broadcaster,higher,digiti,NA,positive
bskyb,higher,digiti,NA,positive
were,higher,digiti,NA,positive
sharply,higher,digiti,NA,positive
higher,higher,digiti,NA,positive
market,higher,digiti,NA,positive
trade,higher,digiti,NA,positive
friday,higher,digiti,NA,positive
following,higher,digiti,NA,positive
newspaper,higher,digiti,NA,positive
reports,higher,digiti,NA,positive
that,higher,digiti,NA,positive
company,higher,digiti,NA,positive
plans,higher,digiti,NA,positive
offer,higher,digiti,NA,positive
access,higher,digiti,NA,positive
internet,higher,digiti,NA,positive
part,higher,digiti,NA,positive
digitial,higher,digiti,NA,positive
services,higher,digiti,NA,positive
britains,blue,new,friday,positive
blue,blue,new,friday,positive
chip,blue,new,friday,positive
stocks,blue,new,friday,positive
advanced,blue,new,friday,positive
peak,blue,new,friday,positive
fridays,blue,new,friday,positive
opening,blue,new,friday,positive
thanks,blue,new,friday,positive
point,blue,new,friday,positive
rise,blue,new,friday,positive
yesterday,blue,new,friday,positive
followthrough,blue,new,friday,positive
effect,blue,new,friday,positive
yesterdays,blue,new,friday,positive
sizeable,blue,new,friday,positive
german,blue,new,friday,positive
repo,blue,new,friday,positive
rate,blue,new,friday,positive
dealers,blue,new,friday,positive
said,blue,new,friday,positive
ftse,previou,NA,NA,positive
started,previou,NA,NA,positive
points,previou,NA,NA,positive
beating,previou,NA,NA,positive
previous,previou,NA,NA,positive
trading,previou,NA,NA,positive
high,previou,NA,NA,positive
made,previou,NA,NA,positive
august,previou,NA,NA,positive
fact,big,NA,NA,positive
that,big,NA,NA,positive
gone,big,NA,NA,positive
through,big,NA,NA,positive
reasonably,big,NA,NA,positive
encouraging,big,NA,NA,positive
trader,big,NA,NA,positive
said,big,NA,NA,positive
second,second,higher,mid,positive
line,second,higher,mid,positive
stocks,second,higher,mid,positive
were,second,higher,mid,positive
also,second,higher,mid,positive
higher,second,higher,mid,positive
with,second,higher,mid,positive
scoring,second,higher,mid,positive
points,second,higher,mid,positive
gain,second,higher,mid,positive
standing,second,higher,mid,positive
nearly,second,higher,mid,positive
points,second,higher,mid,positive
below,second,higher,mid,positive
best,second,higher,mid,positive
closing,second,higher,mid,positive
level,second,higher,mid,positive
made,second,higher,mid,positive
late,second,higher,mid,positive
april,second,higher,mid,positive
ftse,new,NA,NA,positive
opens,new,NA,NA,positive
trading,new,NA,NA,positive
peak,new,NA,NA,positive
above,new,NA,NA,positive
press,polit,integr,russian,positive
service,polit,integr,russian,positive
said,polit,integr,russian,positive
empowered,polit,integr,russian,positive
lebed,polit,integr,russian,positive
hold,polit,integr,russian,positive
talks,polit,integr,russian,positive
aimed,polit,integr,russian,positive
political,polit,integr,russian,positive
accord,polit,integr,russian,positive
defining,polit,integr,russian,positive
chechnya,polit,integr,russian,positive
integral,polit,integr,russian,positive
part,polit,integr,russian,positive
russian,polit,integr,russian,positive
federation,polit,integr,russian,positive
week,NA,NA,NA,positive
points,NA,NA,NA,positive
blue,blue,NA,NA,positive
chip,blue,NA,NA,positive
stocks,blue,NA,NA,positive
dream,blue,NA,NA,positive
team,blue,NA,NA,positive
wall,blue,NA,NA,positive
street,blue,NA,NA,positive
blue,blue,recent,small,positive
chip,blue,recent,small,positive
stocks,blue,recent,small,positive
have,blue,recent,small,positive
become,blue,recent,small,positive
dream,blue,recent,small,positive
team,blue,recent,small,positive
wall,blue,recent,small,positive
street,blue,recent,small,positive
investors,blue,recent,small,positive
burnt,blue,recent,small,positive
recent,blue,recent,small,positive
rout,blue,recent,small,positive
small,blue,recent,small,positive
stocks,blue,recent,small,positive
safety,blue,recent,small,positive
companies,blue,recent,small,positive
with,blue,recent,small,positive
proven,blue,recent,small,positive
records,blue,recent,small,positive
worlds,world,blue,NA,positive
most,world,blue,NA,positive
closely,world,blue,NA,positive
watched,world,blue,NA,positive
index,world,blue,NA,positive
blue,world,blue,NA,positive
chip,world,blue,NA,positive
stocks,world,blue,NA,positive
rallied,world,blue,NA,positive
thursday,world,blue,NA,positive
within,world,blue,NA,positive
points,world,blue,NA,positive
record,world,blue,NA,positive
close,world,blue,NA,positive
reached,world,blue,NA,positive
friday,NA,NA,NA,positive
market,NA,NA,NA,positive
slipped,NA,NA,NA,positive
profit,NA,NA,NA,positive
taking,NA,NA,NA,positive
points,NA,NA,NA,positive
earlier,northern,NA,NA,positive
contract,northern,NA,NA,positive
traded,northern,NA,NA,positive
close,northern,NA,NA,positive
four,northern,NA,NA,positive
month,northern,NA,NA,positive
highs,northern,NA,NA,positive
propped,northern,NA,NA,positive
rising,northern,NA,NA,positive
demand,northern,NA,NA,positive
energy,northern,NA,NA,positive
ahead,northern,NA,NA,positive
northern,northern,NA,NA,positive
hemisphere,northern,NA,NA,positive
winter,northern,NA,NA,positive
london,NA,NA,NA,positive
stocks,NA,NA,NA,positive
record,NA,NA,NA,positive
tokyos,NA,NA,NA,positive
nikkei,NA,NA,NA,positive
falls,NA,NA,NA,positive
london,london,monetari,NA,positive
shares,london,monetari,NA,positive
finished,london,monetari,NA,positive
week,london,monetari,NA,positive
they,london,monetari,NA,positive
began,london,monetari,NA,positive
setting,london,monetari,NA,positive
record,london,monetari,NA,positive
highs,london,monetari,NA,positive
after,london,monetari,NA,positive
bundesbanks,london,monetari,NA,positive
decision,london,monetari,NA,positive
ease,london,monetari,NA,positive
monetary,london,monetari,NA,positive
policy,london,monetari,NA,positive
triggered,london,monetari,NA,positive
cuts,london,monetari,NA,positive
interest,london,monetari,NA,positive
rates,london,monetari,NA,positive
across,london,monetari,NA,positive
europe,london,monetari,NA,positive
thursday,london,monetari,NA,positive
stronger,stronger,last,NA,positive
than,stronger,last,NA,positive
expected,stronger,last,NA,positive
data,stronger,last,NA,positive
took,stronger,last,NA,positive
shine,stronger,last,NA,positive
market,stronger,last,NA,positive
briefly,stronger,last,NA,positive
before,stronger,last,NA,positive
shares,stronger,last,NA,positive
recovered,stronger,last,NA,positive
record,stronger,last,NA,positive
close,stronger,last,NA,positive
ftse,stronger,last,NA,positive
index,stronger,last,NA,positive
rise,stronger,last,NA,positive
points,stronger,last,NA,positive
since,stronger,last,NA,positive
last,stronger,last,NA,positive
friday,stronger,last,NA,positive
analysts,current,NA,NA,positive
recently,current,NA,NA,positive
have,current,NA,NA,positive
been,current,NA,NA,positive
debating,current,NA,NA,positive
whether,current,NA,NA,positive
devaluation,current,NA,NA,positive
crown,current,NA,NA,positive
might,current,NA,NA,positive
needed,current,NA,NA,positive
boost,current,NA,NA,positive
exports,current,NA,NA,positive
help,current,NA,NA,positive
stem,current,NA,NA,positive
ballooning,current,NA,NA,positive
current,current,NA,NA,positive
account,current,NA,NA,positive
deficit,current,NA,NA,positive
ibis,electron,german,blue,positive
index,electron,german,blue,positive
which,electron,german,blue,positive
measures,electron,german,blue,positive
electronic,electron,german,blue,positive
trade,electron,german,blue,positive
german,electron,german,blue,positive
blue,electron,german,blue,positive
chips,electron,german,blue,positive
ended,electron,german,blue,positive
shell,foreign,senior,NA,positive
investment,foreign,senior,NA,positive
intention,foreign,senior,NA,positive
shows,foreign,senior,NA,positive
level,foreign,senior,NA,positive
confidence,foreign,senior,NA,positive
turkey,foreign,senior,NA,positive
from,foreign,senior,NA,positive
foreign,foreign,senior,NA,positive
investors,foreign,senior,NA,positive
said,foreign,senior,NA,positive
senior,foreign,senior,NA,positive
energy,foreign,senior,NA,positive
official,foreign,senior,NA,positive
declined,foreign,senior,NA,positive
named,foreign,senior,NA,positive
turkish,turkish,liquefi,natur,positive
anglo,turkish,liquefi,natur,positive
dutch,turkish,liquefi,natur,positive
giant,turkish,liquefi,natur,positive
said,turkish,liquefi,natur,positive
friday,turkish,liquefi,natur,positive
applied,turkish,liquefi,natur,positive
energy,turkish,liquefi,natur,positive
ministry,turkish,liquefi,natur,positive
build,turkish,liquefi,natur,positive
liquefied,turkish,liquefi,natur,positive
natural,turkish,liquefi,natur,positive
terminal,turkish,liquefi,natur,positive
power,turkish,liquefi,natur,positive
plant,turkish,liquefi,natur,positive
complex,turkish,liquefi,natur,positive
that,turkish,liquefi,natur,positive
would,turkish,liquefi,natur,positive
have,turkish,liquefi,natur,positive
total,turkish,liquefi,natur,positive
power,turkish,liquefi,natur,positive
capacity,turkish,liquefi,natur,positive
megawatts,turkish,liquefi,natur,positive
hondas,honda,first,due,positive
group,honda,first,due,positive
profit,honda,first,due,positive
first,honda,first,due,positive
quarter,honda,first,due,positive
business,honda,first,due,positive
year,honda,first,due,positive
that,honda,first,due,positive
began,honda,first,due,positive
april,honda,first,due,positive
jumped,honda,first,due,positive
percent,honda,first,due,positive
from,honda,first,due,positive
year,honda,first,due,positive
before,honda,first,due,positive
billion,honda,first,due,positive
million,honda,first,due,positive
mainly,honda,first,due,positive
strong,honda,first,due,positive
demand,honda,first,due,positive
recreational,honda,first,due,positive
vehicles,honda,first,due,positive
managing,first,due,weaker,positive
director,first,due,weaker,positive
kunihiro,first,due,weaker,positive
chujo,first,due,weaker,positive
said,first,due,weaker,positive
group,first,due,weaker,positive
profits,first,due,weaker,positive
first,first,due,weaker,positive
quarter,first,due,weaker,positive
were,first,due,weaker,positive
pushed,first,due,weaker,positive
billion,first,due,weaker,positive
million,first,due,weaker,positive
weaker,first,due,weaker,positive
which,first,due,weaker,positive
averaged,first,due,weaker,positive
dollar,first,due,weaker,positive
compared,first,due,weaker,positive
with,first,due,weaker,positive
dollar,first,due,weaker,positive
year,first,due,weaker,positive
earlier,first,due,weaker,positive
booming,boom,recreat,NA,positive
sales,boom,recreat,NA,positive
recreational,boom,recreat,NA,positive
vehicles,boom,recreat,NA,positive
boosted,boom,recreat,NA,positive
operating,boom,recreat,NA,positive
profits,boom,recreat,NA,positive
billion,boom,recreat,NA,positive
million,boom,recreat,NA,positive
company,boom,recreat,NA,positive
said,boom,recreat,NA,positive
recreational,recreat,japanes,NA,positive
